1469.8 281.9
1470.3 233.8
1471.6 230.4
1471.9 230.2
1473.7 223.7
1474.6 221.9
1475.7 213.2
1476.1 204.5
1476.4 204.2
1477.4 200.3
1478.3 197.8
1478.8 193.6
1479.0 192.8
1480.4 186.1
1482.1 185.5
1483.7 178.0
1485.6 176.8
1485.9 176.0
1486.2 175.7
1486.6 174.0
1486.8 173.8
1487.3 169.3
1488.0 167.3
1490.6 161.2
1493.8 155.7
1494.2 154.1
1497.7 150.0
1499.1 137.3
1500.8 137.1
1502.9 136.7
1503.2 135.8
1505.4 126.9
1510.6 123.1
1512.3 120.7
1512.6 111.0
1515.1 110.9
1516.2 108.7
1518.8 105.0
1520.6 100.2
1521.4 99.1
1522.0 98.3
1523.8 96.8
1526.3 93.5
1528.0 92.6
1528.3 90.3
1529.0 88.0
1530.2 85.4
1534.0 78.2
1534.5 73.5
1541.4 72.0
1543.0 66.0
1545.1 63.9
1549.9 63.2
1556.2 54.7
1559.4 53.3
1561.4 50.5
1563.6 48.4
1565.9 47.2
1569.3 46.6
1571.7 43.1
1572.4 37.5
1577.6 32.3
1584.6 28.5
1585.5 27.9
1588.3 27.0
1590.8 26.5
1594.6 16.2
1601.6 12.4
1613.1 5.4
1617.5 3.6
1632.7 1.6
1644.9 0.8
1668.3 0.7
1682.7 0.0
