1	30017	315442	
2	30027	305827	
3	30032	302927	
4	30050	301223	
5	30168	293110	
6	30201	291501	
7	30230	290244	
8	30352	286033	
9	30605	278413	
10	30702	275623	
11	31079	265324	
12	31335	259547	
13	31593	254033	
14	31861	248749	
15	32021	245854	
16	32279	241312	
17	32387	239481	
18	32647	235783	
19	32847	233200	
20	33081	230373	
21	33605	224412	
22	34004	219920	
23	34340	216150	
24	34545	214046	
25	34645	213045	
26	34716	212335	
27	34828	211275	
28	34981	209861	
29	35054	209180	
30	35361	206688	
31	36549	197894	
32	37116	193847	
33	37396	191887	
34	38105	187054	
35	38727	182885	
36	38842	182177	
37	38868	182012	
38	39038	180977	
39	39371	179006	
40	40138	174536	
41	41084	169423	
42	41786	165783	
43	41994	164773	
44	43111	159375	
45	43939	155548	
46	44905	151179	
47	45219	149770	
48	47007	142931	
49	47062	142724	
50	48975	135744	
51	49546	133778	
52	50735	129714	
53	51829	126392	
54	52342	124856	
55	53605	121428	
56	53720	121124	
57	54134	120045	
58	54448	119249	
59	54847	118242	
60	55149	117492	
61	55269	117199	
62	56435	114357	
63	57059	112939	
64	57926	110997	
65	58154	110520	
66	58963	108909	
67	59564	107771	
68	60298	106392	
69	60809	105466	
70	61698	103883	
71	62383	102680	
72	63147	101361	
73	65294	98081	
74	66298	96577	
75	68053	94170	
76	68591	93448	
77	70581	90846	
78	73090	87607	
79	73220	87443	
80	74079	86405	
81	75057	85244	
82	75664	84520	
83	76700	83335	
84	76861	83163	
85	78192	81800	
86	78720	81282	
87	79213	80804	
88	79739	80302	
89	81765	78405	
90	83070	77259	
91	87383	73675	
92	87544	73543	
93	88816	72512	
94	88911	72438	
95	89289	72147	
96	90146	71492	
97	91033	70828	
98	92026	70106	
99	93485	69084	
100	95016	68017	
101	95563	67642	
102	98269	65897	
103	99566	65151	
104	101616	64031	
105	106152	61594	
106	106647	61334	
107	106814	61245	
108	107360	60965	
109	107641	60820	
110	108524	60375	
111	111999	58648	
112	112563	58385	
113	114094	57720	
114	114978	57342	
115	117053	56461	
116	117475	56283	
117	118209	55980	
118	123264	53964	
119	123754	53795	
120	126217	52966	
121	130852	51429	
122	131868	51107	
123	132722	50850	
124	133507	50619	
125	139818	48779	
126	141265	48360	
127	141733	48228	
128	144234	47534	
129	146221	47057	
130	148625	46491	
131	150477	46066	
132	151219	45895	
133	151248	45886	
134	152488	45604	
135	154335	45215	
136	156076	44847	
137	157902	44468	
138	160421	43952	
139	163502	43324	
140	164163	43193	
141	164240	43177	
142	166050	42847	
143	168154	42478	
144	170687	42033	
145	179473	40540	
146	180368	40390	
147	181484	40208	
148	182675	40025	
149	200381	37341	
150	202619	37018	
151	202902	36978	
152	205475	36619	
153	205758	36579	
154	208127	36266	
155	210117	36040	
156	213857	35619	
157	215111	35484	
158	216614	35329	
159	219350	35073	
160	223477	34697	
161	223775	34670	
162	228225	34286	
163	230900	34074	
164	234433	33801	
165	235557	33715	
166	237950	33538	
167	238871	33480	
168	248630	32874	
169	250620	32755	
170	251504	32703	
171	254143	32565	
172	260777	32229	
173	262650	32143	
174	264891	32046	
175	267814	31925	
176	270003	31836	
177	275034	31641	
178	279333	31480	
179	283893	31329	
180	286203	31256	
181	293250	31045	
182	297947	30913	
183	298892	30890	
184	305393	30776	
185	306171	30764	
186	306977	30753	
187	309234	30723	
188	317374	30638	
189	318736	30626	
190	323197	30594	
191	325229	30583	
