68 87 78 72 77 52 97 54 91 93 61 49 66 70 80 60 67 44 45 7 6 5 1 4 2 0 3 99 69 71 35 38 41 43 39 37 40 42 34 36 53 92 95 89 81 98 51 56 85 86 58 74 96 73 11 13 46 15 14 10 8 9 12 16 59 64 82 63 18 22 20 17 75 84 83 50 48 21 19 23 65 55 90 79 94 62 32 30 28 26 27 29 33 31 25 88 47 24 76 57 
94 62 84 32 27 26 28 30 29 25 31 33 49 55 65 38 35 41 43 39 37 36 34 42 53 95 92 90 79 87 54 67 91 61 66 93 70 71 40 60 80 64 82 63 18 22 20 17 75 50 83 48 21 23 19 88 47 24 76 57 68 97 11 10 14 15 46 13 72 78 77 52 8 9 12 16 59 89 81 98 51 56 85 86 58 74 96 73 1 44 5 6 7 45 4 2 0 3 99 69 
93 61 49 66 70 71 60 80 67 54 89 97 87 52 8 9 12 16 59 64 98 51 56 85 86 58 74 96 73 82 63 18 22 20 17 75 84 83 50 48 21 19 55 65 68 81 10 14 15 46 13 11 77 72 78 6 5 7 45 4 2 0 3 99 69 91 94 62 32 27 28 26 30 33 29 31 25 88 47 23 24 76 57 1 44 41 38 35 43 39 37 40 42 34 36 53 95 92 90 79 
91 94 32 28 26 27 29 84 62 75 50 83 49 33 30 25 31 88 55 65 89 81 98 51 56 85 86 58 74 96 9 12 16 59 93 61 66 70 71 40 60 80 67 54 87 77 72 78 6 5 7 45 4 2 0 3 99 69 1 44 41 38 35 43 39 37 36 34 42 53 95 92 90 79 68 10 14 15 46 13 11 8 52 97 64 82 63 18 22 20 47 17 48 21 19 23 73 24 76 57 
64 82 63 18 22 20 17 75 84 83 50 48 21 19 23 65 55 90 87 52 89 61 66 93 70 71 80 60 67 54 1 44 41 38 35 43 39 37 40 42 34 36 53 95 92 79 68 97 10 14 15 46 13 11 77 72 78 6 5 7 45 4 2 0 3 99 69 81 98 51 56 85 8 86 58 74 96 9 73 12 16 59 91 94 62 32 30 28 26 29 27 25 31 33 49 88 47 24 76 57 
89 81 98 51 56 85 86 58 74 96 73 61 66 93 70 71 53 67 54 64 82 63 18 22 20 17 75 50 83 48 21 23 19 88 47 24 76 57 91 94 62 84 32 27 26 30 28 29 25 31 33 49 55 90 65 87 52 8 9 12 16 59 99 69 1 44 41 38 35 43 39 37 40 60 80 68 97 10 14 15 46 13 11 77 72 78 6 5 7 45 4 2 3 0 42 34 36 92 95 79 
1 44 41 38 35 43 39 37 40 60 80 81 11 13 46 15 14 10 8 52 97 64 82 63 18 22 20 47 17 48 21 19 23 73 24 76 57 91 94 32 27 26 28 29 84 62 75 50 83 49 33 30 25 31 88 55 65 89 98 51 56 85 86 58 74 96 9 12 16 59 99 69 68 87 77 72 78 6 5 7 45 4 2 3 0 42 34 36 92 95 90 79 61 66 93 70 71 53 67 54 
64 82 63 18 22 20 47 17 48 21 56 65 1 44 41 38 35 43 39 37 40 60 80 89 81 98 51 85 86 58 74 96 73 12 16 59 71 70 93 66 49 29 25 33 31 88 19 23 24 76 57 87 52 8 9 54 67 42 34 36 53 95 92 79 91 94 30 28 26 27 32 61 84 62 75 50 83 55 90 68 97 10 14 15 46 13 11 77 72 78 6 5 7 45 4 2 0 3 99 69 
1 44 41 35 38 43 39 37 40 60 80 61 66 93 95 70 71 53 67 54 89 98 51 56 85 86 58 74 96 9 12 16 59 99 69 68 87 77 72 78 6 5 7 45 4 2 3 0 42 34 36 92 90 79 82 63 18 22 20 47 17 48 21 19 23 73 24 76 57 91 94 32 27 26 28 29 84 62 75 50 83 49 33 30 25 31 88 55 65 64 81 11 13 46 15 14 10 8 52 97 
68 87 77 72 78 6 5 7 45 4 2 3 0 42 34 36 92 90 79 64 81 11 13 46 15 14 10 8 52 97 61 66 93 70 71 53 95 67 54 1 44 41 35 38 43 39 37 40 60 80 91 94 32 27 26 28 29 84 62 75 50 83 49 33 30 25 31 88 55 65 89 98 51 56 85 86 58 74 96 9 12 16 59 99 69 82 63 18 22 20 47 17 48 21 19 23 73 24 76 57 
