11 13 46 16 15 14 10 8 12 9 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 45 3 6 5 1 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 11 13 46 16 15 14 10 8 12 9 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 11 13 46 16 15 14 10 9 8 12 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 
40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 6 5 45 3 1 11 13 46 16 15 14 10 9 8 12 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 11 13 46 16 15 14 10 9 8 12 
40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 9 10 14 15 16 46 13 11 8 12 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 10 14 15 16 46 13 11 9 8 12 
10 14 15 16 46 13 11 9 8 12 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 6 5 45 3 1 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
9 10 14 15 16 46 13 11 8 12 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 
40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 10 14 15 16 46 13 11 9 8 12 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
10 14 15 16 46 13 11 9 8 12 40 41 43 38 37 36 34 35 39 42 0 2 4 7 5 6 45 44 3 1 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 
10 14 15 16 46 13 11 9 8 12 49 33 30 28 26 25 27 29 31 32 17 47 20 22 24 18 48 19 21 23 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 4 2 44 3 1 
9 10 14 15 16 46 13 11 8 12 40 41 43 39 35 34 36 37 38 42 0 2 4 7 6 5 45 44 3 1 49 33 30 28 26 25 27 29 31 32 48 18 22 20 47 17 24 23 21 19 
40 43 42 39 35 34 36 37 38 41 0 2 4 7 6 5 45 44 3 1 10 14 15 16 46 13 11 9 8 12 49 33 30 28 26 25 27 29 31 32 48 18 22 20 47 17 24 23 21 19 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 18 48 19 21 24 23 10 14 15 16 46 13 11 9 8 12 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 
49 33 30 28 26 25 27 29 31 32 17 47 20 22 18 48 19 24 23 21 10 14 15 16 46 13 11 9 8 12 40 41 43 38 37 36 35 34 39 42 5 6 7 45 44 4 2 0 3 1 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 45 3 6 5 1 
19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 21 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 6 5 45 3 1 21 19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 21 
40 41 43 39 35 34 36 37 38 42 0 2 4 7 6 5 45 44 3 1 49 33 30 28 26 25 27 29 31 32 22 14 10 15 16 46 13 11 9 8 12 24 20 47 17 18 48 19 21 23 
49 33 30 28 26 25 27 29 31 32 22 14 10 15 16 46 13 11 9 8 12 24 20 47 17 18 48 19 21 23 40 43 42 39 35 34 36 37 38 41 1 5 6 7 45 44 4 2 0 3 
19 48 22 10 14 15 16 46 13 11 9 8 12 23 21 18 17 47 20 24 49 33 30 28 26 25 27 29 31 32 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 7 6 5 1 0 2 4 44 45 3 19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 21 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 11 9 8 12 24 23 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 7 6 5 1 45 44 4 2 0 3 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 1 2 4 44 45 3 21 19 48 18 17 47 20 22 14 10 8 9 11 13 46 16 15 12 24 23 
19 48 22 10 14 15 16 46 13 11 8 9 12 23 21 18 17 47 20 24 49 33 30 28 26 25 27 29 31 32 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 45 44 3 1 5 
19 22 10 14 15 16 46 13 11 9 8 12 21 48 18 17 47 20 24 23 49 32 31 29 27 25 26 28 30 33 40 41 43 42 38 37 36 35 34 39 0 7 6 5 1 45 4 2 44 3 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 45 3 1 5 6 11 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 7 45 44 3 1 5 6 11 12 24 23 21 
19 48 18 17 47 20 22 10 14 15 16 46 13 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 45 7 6 5 3 1 11 9 12 24 23 21 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 6 5 45 3 1 11 12 24 23 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 44 7 6 5 45 3 1 11 9 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 8 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 11 12 24 23 21 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 7 6 5 45 44 3 1 11 9 12 24 23 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 45 4 2 44 3 1 5 6 11 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 45 44 4 2 3 1 5 6 11 12 24 23 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 2 4 7 5 1 44 45 3 6 11 9 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 8 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 1 7 45 44 4 2 0 3 5 6 11 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 1 7 45 4 2 0 44 3 5 6 11 12 24 23 
21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 1 7 45 44 0 2 4 3 5 6 11 12 24 23 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 1 7 45 4 0 2 44 3 5 6 11 12 24 23 21 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 1 7 45 44 4 0 2 3 5 6 11 12 24 23 21 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 4 2 44 3 1 11 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 44 4 2 3 1 11 12 24 23 21 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 2 4 44 3 1 11 12 24 23 21 
19 48 18 17 47 20 22 10 14 15 16 46 13 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 4 2 44 3 1 11 9 12 24 23 21 
19 48 18 17 47 20 22 10 14 15 16 46 13 8 49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 44 4 2 3 1 11 9 12 24 23 21 
49 32 31 29 27 25 26 28 30 33 40 41 43 38 37 36 34 35 39 42 0 7 6 5 45 2 4 44 3 1 11 9 12 24 23 21 19 48 18 17 47 20 22 10 14 15 16 46 13 8 
49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 41 43 42 39 35 34 36 37 38 40 7 6 5 45 44 4 2 0 3 1 46 16 15 12 24 20 47 17 18 48 19 21 23 
40 43 42 39 35 34 36 37 38 41 7 45 44 4 2 0 5 1 3 6 46 16 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 
43 42 39 35 34 36 37 38 40 41 7 6 5 45 44 4 2 0 3 1 46 16 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 
49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 41 43 42 39 35 34 36 37 38 40 7 6 5 1 45 44 4 2 0 3 46 16 15 12 24 20 47 17 18 48 19 21 23 
43 42 39 35 34 36 37 38 40 41 7 6 5 1 45 44 4 2 0 3 46 16 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 
43 42 39 35 34 36 37 38 40 41 7 45 44 4 2 0 1 5 6 3 46 16 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 13 11 9 8 
49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 5 1 45 4 2 0 44 3 11 12 23 21 24 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 5 1 45 0 2 4 44 3 11 12 23 21 24 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
21 19 48 18 17 47 20 22 14 10 13 11 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 5 6 1 0 2 4 44 45 3 46 16 15 12 24 23 
43 42 39 35 34 36 37 38 40 41 7 45 44 4 2 0 1 5 6 3 11 13 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 16 46 9 8 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 45 5 6 1 0 2 4 44 3 11 12 23 21 24 
21 19 48 18 17 47 20 22 14 10 11 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 5 45 44 4 2 0 1 3 46 16 15 12 24 23 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 4 2 0 44 45 6 5 1 3 11 12 23 21 24 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 1 5 45 44 4 2 0 3 11 12 23 21 24 
21 19 48 18 17 47 20 22 14 10 11 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 5 6 1 45 44 4 2 0 3 46 16 15 12 24 23 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 5 1 44 45 4 2 0 3 11 12 23 21 24 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 5 45 44 4 2 0 1 3 11 12 23 21 24 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 6 1 5 45 0 2 4 44 3 11 12 23 21 24 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 1 5 6 45 0 2 4 44 3 11 12 23 21 24 
49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 45 44 4 2 0 6 5 1 3 11 12 23 21 24 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 1 5 6 45 4 0 2 44 3 11 12 23 21 24 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
43 42 39 35 34 36 37 38 40 41 7 45 4 2 0 1 5 6 44 3 11 13 15 12 24 20 47 17 18 48 19 21 23 49 33 30 28 26 25 27 29 31 32 22 14 10 16 46 9 8 
19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 1 6 5 45 44 4 2 0 3 11 12 23 21 24 
49 32 31 29 27 25 26 28 30 33 40 43 41 38 37 36 34 35 39 42 7 5 1 6 45 4 0 2 44 3 11 12 23 21 24 19 48 18 17 47 20 22 10 14 15 16 46 13 9 8 
