91 94 61 30 28 26 27 29 32 62 84 75 17 20 22 18 48 21 19 50 83 55 90 79 71 41 43 38 37 35 39 40 60 80 70 93 66 49 33 31 25 88 47 23 24 76 57 73 64 82 98 51 85 56 63 65 89 81 11 13 46 15 14 10 58 74 96 86 8 9 12 16 59 54 99 69 67 68 97 87 1 4 44 5 52 77 72 78 6 7 45 3 2 0 42 34 36 53 95 92 
64 82 98 51 85 56 63 65 89 71 41 43 38 37 35 39 40 60 80 70 93 66 49 33 31 25 88 47 23 24 76 57 73 68 4 44 1 87 97 52 77 72 78 6 5 7 45 3 2 0 42 34 36 53 95 92 81 11 13 46 15 14 10 58 74 96 86 8 9 12 16 59 54 99 69 67 91 94 61 30 28 26 27 29 32 62 84 75 17 20 22 18 48 21 19 50 83 55 90 79 
71 41 43 38 37 35 39 40 60 80 70 93 66 49 33 31 25 88 47 23 24 76 57 73 64 82 98 51 85 56 63 65 89 68 97 87 1 4 44 5 52 77 72 78 6 7 45 3 2 0 42 34 36 53 95 92 90 79 81 11 13 46 15 14 10 58 74 96 86 8 9 12 16 59 54 99 69 67 91 94 61 30 28 26 27 29 32 62 84 75 17 20 22 18 48 21 19 50 83 55 
68 97 87 1 44 4 7 6 78 72 77 52 5 45 3 2 0 42 34 36 53 95 92 90 79 64 82 51 81 11 13 46 15 14 10 58 74 22 20 17 18 48 21 56 98 85 86 96 8 12 9 16 59 54 99 69 67 91 94 61 30 28 26 27 29 32 62 84 75 50 83 63 55 65 89 71 41 43 38 37 35 39 40 60 80 70 93 66 49 33 31 25 88 19 23 47 24 76 57 73 
64 82 51 81 11 13 46 15 14 10 58 74 22 20 17 18 48 21 56 98 85 86 96 8 12 9 16 59 54 99 69 67 71 41 43 38 35 39 37 40 60 80 70 93 66 49 33 31 25 88 19 23 47 24 76 57 73 91 94 61 30 28 26 27 29 32 62 84 75 50 83 63 55 65 89 68 97 87 1 44 4 7 6 78 72 77 52 5 45 3 2 0 42 34 36 53 95 92 90 79 
71 41 38 37 35 39 43 40 60 80 70 93 66 49 33 31 25 88 19 23 47 24 76 57 73 68 97 87 1 44 4 7 6 78 72 77 52 5 45 3 2 0 42 34 36 53 95 92 90 79 91 94 61 30 28 26 27 29 32 62 84 75 50 83 63 55 65 89 64 82 51 81 11 13 46 15 14 10 58 74 22 20 17 18 48 21 56 98 85 86 96 8 12 9 16 59 54 99 69 67 
64 82 51 81 11 13 46 15 14 10 58 74 22 20 17 18 48 21 56 98 85 86 96 8 9 12 16 59 54 99 69 67 71 41 38 37 35 39 43 40 60 80 70 93 66 49 33 31 25 88 19 23 47 24 76 57 73 91 94 61 30 28 26 27 29 32 62 84 75 50 83 63 55 65 89 68 97 1 44 4 7 6 78 72 77 52 87 5 45 3 2 0 42 34 36 53 95 92 90 79 
94 61 30 28 26 27 29 32 62 84 75 17 20 22 18 48 21 50 83 55 65 89 64 82 63 91 70 71 41 38 37 35 39 43 40 60 80 93 66 49 33 31 25 88 19 23 47 24 76 57 73 68 81 97 87 52 77 72 78 6 5 7 45 3 2 0 42 34 36 53 95 92 90 79 1 44 4 11 13 46 15 14 10 58 85 51 98 56 74 96 86 8 12 9 16 59 54 99 69 67 
68 97 87 52 77 72 78 6 5 7 45 3 2 0 42 34 36 53 95 92 90 79 94 61 30 28 26 27 29 32 62 84 75 17 20 22 18 48 21 50 83 55 65 89 4 44 1 11 13 46 15 14 10 58 85 51 81 98 56 74 96 86 8 12 9 16 59 54 99 69 67 64 82 63 91 70 71 41 38 37 35 39 43 40 60 80 93 66 49 33 31 25 88 19 23 47 24 76 57 73 
91 94 61 62 32 29 27 26 28 30 84 75 50 83 55 65 89 71 41 43 38 37 35 39 40 60 80 70 93 66 49 33 31 25 88 19 23 47 24 76 57 73 1 44 4 11 13 46 15 14 10 58 74 22 20 17 18 48 21 56 85 86 96 8 9 12 16 59 54 99 69 67 64 63 82 51 98 81 68 97 87 52 77 72 78 6 5 7 45 3 2 0 42 34 36 53 95 92 90 79 
