1168.5 2545.7
1170.4 2178.6
1175.1 1856.7
1178.5 1853.3
1187.4 1814.4
1188.7 1627.3
1190.5 1607.3
1192.9 1505.0
1197.0 1443.2
1205.0 1361.3
1205.4 1342.2
1218.7 1239.0
1220.7 1188.2
1221.5 1173.5
1228.1 1103.5
1228.4 1037.6
1237.9 1033.1
1243.0 961.4
1251.8 948.4
1253.8 919.8
1254.9 885.0
1256.0 810.3
1263.2 806.5
1263.4 767.5
1269.4 733.9
1271.0 618.4
1284.1 600.7
1291.8 540.3
1294.6 465.0
1298.6 461.4
1300.7 459.7
1302.0 442.7
1303.0 425.9
1306.4 407.2
1306.8 404.4
1316.9 389.6
1318.8 315.3
1322.9 311.2
1326.7 307.4
1327.0 289.5
1327.9 279.6
1332.0 274.0
1333.9 266.9
1336.4 254.1
1340.1 247.5
1340.8 232.4
1341.4 216.7
1344.1 203.7
1352.9 184.0
1361.4 181.7
1365.2 165.7
1367.8 151.5
1375.3 143.1
1380.5 142.3
1382.2 113.9
1386.1 105.1
1390.2 98.0
1393.5 85.4
1399.8 79.4
1400.9 76.8
1402.3 62.7
1411.8 53.0
1412.6 40.0
1416.7 32.9
1418.1 28.9
1422.4 27.7
1422.7 23.7
1423.2 23.0
1428.7 20.9
1429.5 20.1
1429.6 16.3
1430.3 9.3
1434.8 4.8
1442.3 0.7
1443.7 0.0
