564.0 550.1
564.1 487.5
565.2 478.3
565.7 477.8
566.1 472.0
566.9 466.7
567.2 462.8
567.5 462.6
567.9 399.2
568.1 388.9
569.7 361.9
570.8 352.7
571.7 346.4
572.5 341.1
572.8 337.2
573.6 335.9
574.4 326.5
575.0 322.7
575.6 320.4
576.4 311.0
579.3 306.0
579.9 294.9
581.1 293.7
581.9 293.5
582.0 284.0
584.6 280.5
584.7 276.7
585.5 267.3
587.1 264.1
593.8 254.9
595.1 252.2
595.8 251.5
596.0 247.3
598.7 242.0
601.8 235.5
609.6 193.4
612.6 145.3
613.1 142.0
617.4 116.5
617.6 106.3
618.9 78.1
619.1 67.8
620.6 58.2
621.1 54.9
621.9 30.0
622.1 19.7
622.6 16.4
623.7 15.3
624.8 14.9
625.0 10.2
625.5 6.9
628.1 3.7
628.6 0.4
629.6 0.0
