610.0 1135.5
610.1 1130.4
611.9 1119.6
612.4 1114.1
613.9 1112.6
614.2 1107.2
614.3 1102.1
614.5 1101.9
614.7 1101.7
615.1 1100.4
615.4 1098.8
615.8 1088.3
616.0 1088.1
617.3 855.6
617.4 850.5
617.6 850.3
618.3 842.3
618.5 842.1
618.7 841.9
618.9 836.7
619.1 836.5
619.8 835.0
621.0 834.2
621.8 823.0
622.4 820.5
623.3 812.3
623.9 806.7
624.8 805.0
625.0 804.8
625.7 801.7
626.5 799.6
626.7 799.4
626.8 793.0
630.0 785.7
635.1 779.4
637.5 772.2
638.9 770.8
639.1 764.4
639.7 759.2
640.2 758.7
640.9 753.5
642.3 752.1
642.8 751.6
643.3 750.1
645.4 668.3
647.8 659.9
648.2 654.5
649.8 643.9
650.0 643.7
651.1 643.4
652.4 636.8
652.6 630.1
653.0 550.8
653.8 539.2
654.5 537.5
657.6 529.2
658.0 520.8
658.2 520.6
658.4 517.6
658.6 517.4
658.8 509.2
659.0 509.0
659.5 507.5
659.7 507.3
660.6 504.2
661.4 502.1
661.6 501.9
662.1 500.4
662.2 494.0
662.9 489.2
663.3 478.5
663.7 477.6
664.1 466.9
664.8 465.2
667.1 464.9
667.5 451.7
668.3 448.5
668.7 445.3
669.1 436.9
669.8 435.2
670.9 431.9
671.6 430.2
672.5 421.7
673.7 419.9
674.3 416.7
676.4 415.8
677.1 404.7
679.1 402.3
681.2 390.0
685.6 370.1
689.4 360.1
689.8 351.7
690.9 346.8
691.3 338.4
693.1 333.4
693.2 333.0
693.9 331.3
694.0 324.9
696.5 321.7
696.6 317.8
698.3 316.7
699.0 315.0
699.9 306.5
700.6 305.8
702.1 305.5
703.9 304.1
705.5 290.3
711.7 269.0
713.9 252.8
716.3 247.4
716.7 239.0
718.0 238.1
719.3 231.9
720.8 224.3
723.9 219.7
724.4 215.6
726.7 205.9
729.2 190.7
729.4 188.7
729.6 178.5
730.6 177.6
731.0 177.1
731.3 176.8
733.9 174.2
736.4 172.5
736.5 171.6
737.5 170.6
737.9 170.2
738.2 169.9
738.7 169.4
739.3 159.2
742.0 157.4
742.2 155.4
742.4 145.2
745.8 143.8
751.4 137.7
751.7 137.3
755.6 136.4
756.1 133.5
756.4 115.1
758.8 113.5
759.2 101.3
759.3 84.2
761.6 81.8
765.4 68.0
775.4 64.0
775.9 63.5
777.9 61.5
785.3 54.1
788.4 50.4
792.8 22.4
797.1 18.1
799.2 16.0
801.6 14.0
805.5 9.7
807.6 7.6
808.9 0.0
