630.2 1782.1
631.2 1772.2
632.0 1758.9
633.4 1757.5
634.5 1753.9
637.6 1738.6
640.4 1735.8
641.8 1734.4
642.8 1720.9
643.1 1720.6
644.9 1718.8
647.3 1716.4
648.3 1699.6
651.7 1550.6
652.1 1550.2
652.7 1320.3
653.5 1307.0
654.5 1297.1
656.3 1295.3
656.8 1294.8
657.0 1292.1
659.5 1264.9
660.5 1255.0
662.8 1252.7
664.9 1250.6
667.2 1248.3
667.5 1248.0
669.3 1246.2
670.0 1245.5
671.5 1242.6
671.8 1220.6
682.5 1062.6
683.5 1052.7
685.3 1050.9
685.8 1050.4
687.0 1049.2
687.6 1048.6
687.9 1048.3
688.2 1048.0
688.8 1035.7
689.3 1032.2
689.5 1010.6
691.8 1008.3
693.0 1007.1
693.9 1006.2
694.2 1005.9
694.5 1005.6
694.8 993.6
697.1 992.7
698.3 990.1
698.8 989.6
698.9 989.5
699.2 989.2
699.5 988.9
700.1 978.0
703.1 975.0
704.2 973.9
704.5 973.6
704.8 973.3
706.5 970.5
709.3 968.8
709.4 968.7
710.5 967.9
711.4 955.3
714.2 953.6
717.6 924.1
718.9 881.9
719.6 868.7
719.7 868.6
723.1 865.2
723.8 864.5
724.0 864.3
724.3 864.0
724.4 863.9
724.9 851.7
725.0 851.6
727.2 850.8
727.6 849.0
727.9 848.7
728.4 848.2
728.5 848.1
729.3 847.3
729.6 847.0
730.2 836.1
733.2 833.1
733.7 832.6
734.3 832.0
734.6 831.7
734.9 831.4
737.0 831.3
737.9 828.4
739.3 827.0
739.5 826.8
739.8 826.5
740.9 825.4
741.1 825.2
742.1 824.2
743.4 822.9
743.5 822.8
744.8 821.5
745.1 821.3
745.4 821.0
745.6 820.7
747.2 808.9
752.3 805.8
754.2 801.9
755.7 801.0
756.3 773.0
761.7 768.5
762.5 767.7
764.8 767.6
764.9 760.1
765.8 759.9
766.0 700.3
767.9 698.6
768.2 698.3
771.6 693.5
774.5 665.3
781.2 648.3
787.2 641.5
787.8 640.9
788.0 635.2
789.8 635.1
791.9 633.0
792.0 625.0
792.8 624.2
793.3 618.2
795.1 618.1
798.1 609.4
798.6 602.6
800.4 602.5
805.1 598.6
805.5 596.9
805.8 587.0
807.2 537.7
807.3 537.6
807.4 537.5
809.4 537.3
810.1 534.8
811.4 533.4
812.3 532.6
812.7 522.0
812.9 513.2
813.9 503.3
817.4 499.8
818.6 498.6
820.4 486.9
821.8 486.8
824.6 476.3
826.0 471.3
830.0 460.7
832.7 448.1
838.4 439.0
839.0 438.4
839.2 438.2
839.3 432.2
839.6 429.8
843.7 423.4
844.3 422.8
844.5 422.6
844.6 416.6
844.7 416.5
845.6 415.6
845.9 413.3
846.1 413.1
846.6 412.6
848.4 392.4
852.5 386.9
855.5 368.6
857.7 366.4
857.8 366.3
858.1 366.0
859.1 355.9
860.6 353.2
862.8 351.0
862.9 350.9
863.7 325.6
864.7 321.0
865.2 320.5
865.5 320.2
869.9 308.8
870.0 291.8
871.0 287.2
871.5 286.7
871.8 286.4
872.7 285.5
873.4 284.8
875.0 276.6
875.8 275.8
885.0 264.5
889.9 249.3
895.2 239.2
899.8 229.1
902.3 228.6
906.1 207.3
906.6 206.8
906.7 196.5
907.5 195.7
909.7 190.5
910.7 185.9
911.2 185.4
911.5 185.1
917.0 179.6
917.5 179.1
924.0 173.8
925.6 158.6
928.9 157.7
930.2 147.9
934.2 138.4
950.1 138.1
950.9 137.3
951.0 131.3
951.2 117.7
951.7 100.4
961.8 80.5
964.5 71.2
965.0 70.7
965.9 67.8
966.4 67.3
966.7 67.0
970.1 64.0
970.2 54.9
970.7 54.4
973.0 54.1
974.2 47.4
974.7 46.9
975.0 46.6
975.3 46.3
976.5 45.1
978.4 43.2
978.7 42.9
979.3 42.3
979.8 41.8
980.1 41.5
980.7 40.9
981.6 40.0
982.5 39.1
984.1 37.5
985.3 36.3
985.7 35.7
986.4 35.2
986.8 29.8
987.3 29.3
988.9 28.8
989.2 28.5
989.5 28.2
990.4 27.3
991.9 24.7
993.0 23.6
994.6 23.1
995.5 22.2
995.8 21.9
997.7 20.0
998.0 19.7
998.2 18.4
998.4 18.2
998.5 18.1
998.8 17.9
1000.0 17.7
1000.1 17.6
1000.4 17.4
1029.0 14.7
1030.2 11.0
1031.2 3.1
1033.9 0.5
1034.6 0.3
1035.0 0.0
