900.3 1362.1
903.4 1293.7
905.0 1172.3
906.9 806.9
911.8 716.1
917.8 682.0
918.8 671.0
926.7 668.9
933.8 662.3
937.4 383.8
938.5 371.9
941.1 366.4
946.8 351.7
951.8 338.9
954.6 321.4
955.0 320.3
957.7 304.9
961.1 291.5
964.5 277.3
964.9 275.2
966.4 272.2
967.2 262.7
967.9 256.3
969.1 250.9
974.7 236.2
975.1 230.0
976.6 218.0
976.9 217.9
978.4 205.4
979.1 195.8
981.6 193.2
984.6 178.5
987.7 169.1
991.1 149.0
992.5 114.4
1002.2 94.2
1003.0 70.4
1003.7 68.3
1011.7 51.8
1012.6 50.0
1020.0 35.0
1021.7 34.6
1022.0 30.2
1024.3 24.3
1025.2 22.5
1027.7 13.6
1031.8 10.6
1032.1 9.4
1036.5 3.2
1039.7 0.0
