27 11 38 22 40 21 20 39 26 30 6 47 44 35 46 18 10 48 45 7 17 5 1 14 41 13 37 43 15 16 4 36 42 12 0 49 2 28 32 8 29 9 31 19 34 33 23 24 3 25 
26 0 49 2 28 32 8 29 30 9 31 19 34 33 23 24 3 25 27 11 38 22 40 21 20 39 44 6 47 46 35 18 10 48 45 7 17 5 1 14 41 13 37 43 15 16 4 36 42 12 
20 38 22 40 21 39 1 14 41 13 37 43 15 16 4 36 42 12 26 30 6 47 44 35 46 18 10 48 45 7 17 5 27 11 28 2 32 8 49 0 29 9 31 19 34 33 23 24 3 25 
27 11 38 22 40 21 20 39 1 14 41 13 37 43 15 16 4 36 42 12 44 35 46 47 6 18 10 48 45 7 17 5 26 0 49 2 28 32 8 29 30 9 31 19 34 33 23 24 3 25 
1 14 41 13 43 15 37 42 36 16 4 12 26 30 6 47 44 35 46 18 10 48 45 7 17 5 27 11 38 22 40 21 20 39 0 49 2 28 32 8 29 9 31 19 34 33 23 24 3 25 
6 47 46 35 44 16 4 26 0 49 2 28 32 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 25 27 11 38 22 14 41 13 37 43 15 36 5 39 20 21 40 42 1 12 
26 0 49 2 28 32 8 29 30 9 31 19 34 33 23 24 3 25 27 11 38 22 14 41 13 37 43 15 36 1 39 20 21 40 42 16 4 12 44 47 6 10 18 46 35 48 45 7 17 5 
27 0 49 32 2 28 38 22 40 21 20 39 26 6 46 35 44 7 47 18 10 9 31 48 45 16 36 42 12 1 14 41 13 37 43 15 4 5 17 30 29 19 8 34 33 23 24 3 11 25 
27 11 38 22 21 40 1 39 6 47 46 35 44 15 43 41 13 37 14 42 5 4 16 36 12 26 0 49 2 28 32 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 
27 11 38 22 21 40 1 39 26 0 49 2 28 32 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 6 47 46 35 44 15 36 41 13 43 37 14 42 5 4 16 12 
27 11 38 22 21 40 1 39 6 47 46 35 44 15 36 41 13 37 43 14 42 5 4 16 12 26 0 49 2 28 32 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 
6 47 46 35 44 15 43 41 13 37 14 42 5 4 16 36 12 26 0 49 32 2 28 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 27 11 38 22 21 40 1 39 
26 0 49 32 2 28 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 6 47 46 35 44 15 36 41 13 43 37 14 42 5 4 16 12 27 11 38 22 21 40 1 39 
27 11 38 22 21 40 1 39 26 0 49 32 2 28 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 20 25 6 47 46 35 44 15 36 41 13 37 43 14 42 5 4 16 12 
38 22 40 21 20 39 5 36 37 42 16 4 12 26 27 11 28 2 32 8 29 0 49 1 14 41 13 43 15 44 35 46 47 18 10 48 45 7 17 6 30 9 31 19 34 33 23 24 3 25 
27 20 22 38 28 2 32 8 29 10 18 48 45 7 17 5 4 16 36 42 1 12 26 6 47 46 35 44 15 43 41 13 37 14 40 21 39 25 11 49 0 30 9 31 19 34 33 23 24 3 
26 6 47 46 35 44 15 43 41 13 37 14 40 21 1 39 25 11 49 0 30 9 31 19 34 33 23 24 3 27 20 22 38 28 2 32 8 29 10 18 48 45 7 17 5 4 16 36 42 12 
27 11 2 28 38 22 14 41 13 37 43 15 5 1 39 20 21 40 42 36 16 4 12 26 44 35 46 47 6 0 49 32 8 29 10 18 48 45 7 17 30 9 31 19 34 33 23 24 3 25 
26 27 11 38 22 14 41 13 37 43 15 4 5 1 39 20 21 40 42 36 16 12 44 35 46 47 6 30 0 49 2 28 32 8 29 10 18 48 45 7 17 9 31 19 34 33 23 24 3 25 
26 44 35 46 47 6 30 0 49 32 2 28 8 29 10 18 48 45 7 17 9 31 19 34 33 23 24 3 25 27 11 38 22 14 41 13 37 43 15 5 1 39 20 21 40 42 36 16 4 12 
26 44 35 46 47 6 30 0 49 32 2 28 8 29 10 18 48 45 7 17 9 31 19 34 33 23 24 3 25 27 11 38 22 14 41 13 37 43 15 36 5 1 39 20 21 40 42 16 4 12 
