81 98 51 85 74 58 86 73 56 64 89 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 91 79 87 77 72 78 6 1 7 4 2 0 44 3 45 5 59 54 99 69 67 68 97 52 11 13 46 16 15 14 10 9 8 12 96 57 76 24 47 19 23 65 82 63 94 66 30 28 27 29 62 84 75 17 20 22 18 48 21 50 83 61 49 33 26 25 31 32 88 55 90 
87 77 72 78 6 1 7 44 4 2 0 3 45 5 59 54 99 69 67 68 97 52 11 13 46 16 15 14 10 9 8 12 96 57 76 24 47 19 23 65 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 91 79 82 63 94 66 30 28 27 29 62 84 75 17 20 22 18 48 21 50 83 61 49 33 26 25 31 32 88 55 90 81 98 51 85 74 58 86 73 56 64 89 
91 94 66 30 28 27 29 62 84 75 17 20 22 18 48 21 50 83 61 49 33 26 25 31 32 88 55 90 79 63 82 98 51 85 74 58 86 73 56 64 89 99 69 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 68 97 87 77 72 78 6 1 4 7 45 44 2 0 3 5 59 54 67 81 52 11 13 46 16 15 14 10 9 8 12 96 57 76 24 47 19 23 65 
81 98 51 85 74 58 86 73 56 64 89 87 77 72 78 6 5 1 44 4 7 45 3 2 0 59 54 67 99 69 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 82 63 94 91 66 30 28 29 27 62 84 75 17 20 22 18 48 21 50 83 61 49 33 26 25 31 32 88 55 90 79 68 97 52 11 13 46 16 15 14 10 9 8 12 96 57 76 24 47 19 23 65 
81 98 51 82 63 21 20 22 24 76 74 57 58 86 85 56 73 96 12 8 9 59 54 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 68 97 52 11 13 46 16 15 14 10 64 89 91 94 66 61 29 27 28 30 84 62 75 17 18 48 50 83 49 33 26 25 31 32 88 47 19 23 65 55 90 79 87 77 72 78 6 5 1 44 4 7 45 3 2 0 99 69 67 
68 97 52 11 13 46 16 15 14 10 64 89 87 77 72 78 6 5 1 4 7 45 3 44 2 0 99 69 67 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 91 94 66 61 29 27 28 30 84 62 75 17 18 48 50 83 49 33 26 25 31 32 88 47 19 23 65 55 90 79 81 98 51 82 63 21 20 22 24 76 74 57 58 86 85 56 73 96 12 8 9 59 54 
91 94 66 61 29 27 28 30 84 62 75 17 18 48 50 83 49 33 26 25 31 32 88 47 19 23 65 55 90 79 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 81 98 51 82 63 21 20 22 24 76 74 57 58 86 85 56 73 96 12 8 9 59 54 68 97 52 11 13 46 16 15 14 10 64 89 87 77 72 78 6 5 1 4 44 3 45 7 2 0 99 69 67 
89 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 68 97 87 1 4 7 6 78 72 46 11 13 16 15 14 12 8 10 9 52 77 3 2 0 44 45 5 59 54 99 69 67 81 98 51 56 74 58 73 85 86 96 57 76 24 47 23 19 88 55 65 64 82 63 94 66 30 28 27 29 32 62 84 75 17 20 22 18 48 21 50 83 61 33 26 25 31 49 91 90 79 
89 81 98 51 56 74 58 86 85 73 96 57 76 24 47 23 19 88 55 65 68 97 87 1 4 7 6 78 72 46 11 13 16 15 14 12 8 10 9 52 77 3 2 0 44 45 5 59 54 99 69 67 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 64 82 63 94 66 30 28 27 29 32 62 84 75 17 20 22 18 48 21 50 83 61 33 26 25 31 49 91 90 79 
89 60 71 70 92 93 80 41 43 39 35 34 36 37 38 42 40 53 95 64 82 63 94 66 30 28 27 29 32 62 84 75 17 20 22 18 48 21 50 83 61 49 33 26 25 31 91 90 79 81 98 51 56 74 58 86 85 73 96 57 76 24 23 19 47 88 55 65 68 97 87 1 4 7 6 78 72 46 11 13 16 15 14 12 8 10 9 52 77 3 2 0 44 45 5 59 54 99 69 67 
81 98 51 85 74 58 86 73 56 64 89 82 63 94 66 30 28 27 29 62 84 50 75 20 17 18 48 21 22 24 76 57 96 12 8 9 77 59 71 70 92 93 91 55 83 61 49 33 26 25 31 32 88 47 19 23 65 90 79 80 60 41 43 39 35 34 36 37 38 42 40 53 95 68 97 87 1 44 4 7 6 78 72 46 11 13 16 15 14 10 52 54 99 5 45 3 2 0 69 67 
