1	22075	155974	
2	22095	154577	
3	22213	146920	
4	22239	145345	
5	22262	144261	
6	22328	141419	
7	22379	139901	
8	22464	138554	
9	23027	129943	
10	23123	128603	
11	23150	128298	
12	24261	116333	
13	24837	111619	
14	25188	108815	
15	25452	106875	
16	25648	105610	
17	26054	103075	
18	26459	100736	
19	26861	98470	
20	27196	96783	
21	27478	95415	
22	27638	94724	
23	28421	91551	
24	29705	86361	
25	29940	85522	
26	31311	81077	
27	31346	80981	
28	31456	80679	
29	31491	80583	
30	33373	76245	
31	35206	72324	
32	35474	71762	
33	37547	67428	
34	38692	65428	
35	39385	64259	
36	39925	63352	
37	39999	63230	
38	41157	61366	
39	43273	58064	
40	43914	57172	
41	44743	56031	
42	46240	54145	
43	46593	53701	
44	48201	51730	
45	50162	49415	
46	52503	46946	
47	52645	46798	
48	56230	43469	
49	57235	42583	
50	58753	41365	
51	59148	41057	
52	60348	40196	
53	60530	40068	
54	62851	38506	
55	64065	37713	
56	66130	36469	
57	66262	36399	
58	66277	36393	
59	69895	34553	
60	72854	33212	
61	72869	33206	
62	73979	32734	
63	73994	32728	
64	77712	31400	
65	77727	31394	
66	79560	30797	
67	80824	30409	
68	84587	29429	
69	86201	29019	
70	95724	26942	
71	96305	26833	
72	99481	26270	
73	103299	25634	
74	105381	25295	
75	107954	24884	
76	108689	24770	
77	111308	24399	
78	113395	24126	
79	115552	23848	
80	117793	23598	
81	118169	23557	
82	118413	23532	
83	119912	23380	
84	124012	23028	
85	124484	22996	
86	124650	22985	
87	126844	22856	
88	131161	22646	
89	133388	22541	
90	134157	22507	
91	135356	22458	
92	142669	22203	
93	149929	21987	
94	155326	21892	
95	156549	21878	
96	161002	21865	
